road_link_id,from_node_id,to_node_id,link_type,length
0,0,1,1,2
1,0,10,1,1
2,1,2,1,3
3,1,0,1,3
4,1,11,1,3
5,2,3,1,2
6,2,1,1,1
7,2,12,1,2
8,3,4,1,1
9,3,2,1,1
10,3,13,1,1
11,4,5,1,2
12,4,3,1,1
13,4,14,1,1
14,5,6,1,3
15,5,4,1,3
16,5,15,1,2
17,6,7,1,2
18,6,5,1,1
19,6,16,1,2
20,7,8,1,2
21,7,6,1,3
22,7,17,1,1
23,8,9,1,2
24,8,7,1,3
25,8,18,1,3
26,9,8,1,3
27,9,19,1,3
28,10,11,1,3
29,10,0,1,2
30,10,20,1,3
31,11,12,1,2
32,11,10,1,1
33,11,1,1,2
34,11,21,1,3
35,12,13,1,2
36,12,11,1,2
37,12,2,1,3
38,12,22,1,3
39,13,14,1,1
40,13,12,1,3
41,13,3,1,2
42,13,23,1,3
43,14,15,1,1
44,14,13,1,1
45,14,4,1,1
46,14,24,1,1
47,15,16,1,3
48,15,14,1,3
49,15,5,1,1
50,15,25,1,3
51,16,17,1,2
52,16,15,1,3
53,16,6,1,1
54,16,26,1,2
55,17,18,1,3
56,17,16,1,1
57,17,7,1,2
58,17,27,1,1
59,18,19,1,1
60,18,17,1,3
61,18,8,1,3
62,18,28,1,2
63,19,18,1,2
64,19,9,1,2
65,19,29,1,1
66,20,21,1,3
67,20,10,1,1
68,20,30,1,3
69,21,22,1,1
70,21,20,1,2
71,21,11,1,1
72,21,31,1,2
73,22,23,1,2
74,22,21,1,2
75,22,12,1,1
76,22,32,1,2
77,23,24,1,2
78,23,22,1,3
79,23,13,1,1
80,23,33,1,3
81,24,25,1,3
82,24,23,1,1
83,24,14,1,1
84,24,34,1,3
85,25,26,1,2
86,25,24,1,2
87,25,15,1,3
88,25,35,1,1
89,26,27,1,1
90,26,25,1,1
91,26,16,1,3
92,26,36,1,3
93,27,28,1,2
94,27,26,1,2
95,27,17,1,2
96,27,37,1,3
97,28,29,1,3
98,28,27,1,1
99,28,18,1,1
100,28,38,1,3
101,29,28,1,2
102,29,19,1,3
103,29,39,1,3
104,30,31,1,3
105,30,20,1,3
106,30,40,1,2
107,31,32,1,2
108,31,30,1,2
109,31,21,1,1
110,31,41,1,1
111,32,33,1,2
112,32,31,1,1
113,32,22,1,2
114,32,42,1,1
115,33,34,1,3
116,33,32,1,2
117,33,23,1,1
118,33,43,1,2
119,34,35,1,1
120,34,33,1,3
121,34,24,1,2
122,34,44,1,2
123,35,36,1,3
124,35,34,1,1
125,35,25,1,1
126,35,45,1,3
127,36,37,1,1
128,36,35,1,3
129,36,26,1,3
130,36,46,1,3
131,37,38,1,3
132,37,36,1,3
133,37,27,1,1
134,37,47,1,3
135,38,39,1,2
136,38,37,1,1
137,38,28,1,3
138,38,48,1,2
139,39,38,1,2
140,39,29,1,2
141,39,49,1,2
142,40,41,1,2
143,40,30,1,2
144,40,50,1,2
145,41,42,1,1
146,41,40,1,3
147,41,31,1,1
148,41,51,1,1
149,42,43,1,1
150,42,41,1,1
151,42,32,1,1
152,42,52,1,3
153,43,44,1,1
154,43,42,1,1
155,43,33,1,2
156,43,53,1,1
157,44,45,1,1
158,44,43,1,3
159,44,34,1,3
160,44,54,1,2
161,45,46,1,2
162,45,44,1,2
163,45,35,1,2
164,45,55,1,1
165,46,47,1,2
166,46,45,1,3
167,46,36,1,2
168,46,56,1,3
169,47,48,1,3
170,47,46,1,2
171,47,37,1,3
172,47,57,1,2
173,48,49,1,2
174,48,47,1,2
175,48,38,1,3
176,48,58,1,2
177,49,48,1,3
178,49,39,1,2
179,49,59,1,3
180,50,51,1,3
181,50,40,1,1
182,50,60,1,2
183,51,52,1,2
184,51,50,1,1
185,51,41,1,1
186,51,61,1,1
187,52,53,1,1
188,52,51,1,2
189,52,42,1,3
190,52,62,1,2
191,53,54,1,1
192,53,52,1,2
193,53,43,1,3
194,53,63,1,2
195,54,55,1,1
196,54,53,1,1
197,54,44,1,2
198,54,64,1,2
199,55,56,1,1
200,55,54,1,3
201,55,45,1,3
202,55,65,1,2
203,56,57,1,2
204,56,55,1,2
205,56,46,1,2
206,56,66,1,3
207,57,58,1,1
208,57,56,1,1
209,57,47,1,3
210,57,67,1,3
211,58,59,1,3
212,58,57,1,3
213,58,48,1,1
214,58,68,1,2
215,59,58,1,1
216,59,49,1,3
217,59,69,1,3
218,60,61,1,2
219,60,50,1,2
220,60,70,1,3
221,61,62,1,1
222,61,60,1,3
223,61,51,1,1
224,61,71,1,1
225,62,63,1,3
226,62,61,1,3
227,62,52,1,2
228,62,72,1,1
229,63,64,1,3
230,63,62,1,1
231,63,53,1,1
232,63,73,1,2
233,64,65,1,3
234,64,63,1,3
235,64,54,1,3
236,64,74,1,3
237,65,66,1,3
238,65,64,1,3
239,65,55,1,2
240,65,75,1,3
241,66,67,1,1
242,66,65,1,1
243,66,56,1,1
244,66,76,1,3
245,67,68,1,3
246,67,66,1,2
247,67,57,1,1
248,67,77,1,2
249,68,69,1,3
250,68,67,1,3
251,68,58,1,3
252,68,78,1,1
253,69,68,1,2
254,69,59,1,2
255,69,79,1,1
256,70,71,1,3
257,70,60,1,1
258,70,80,1,3
259,71,72,1,3
260,71,70,1,2
261,71,61,1,3
262,71,81,1,2
263,72,73,1,1
264,72,71,1,1
265,72,62,1,1
266,72,82,1,3
267,73,74,1,1
268,73,72,1,1
269,73,63,1,2
270,73,83,1,1
271,74,75,1,1
272,74,73,1,2
273,74,64,1,1
274,74,84,1,3
275,75,76,1,2
276,75,74,1,3
277,75,65,1,2
278,75,85,1,1
279,76,77,1,3
280,76,75,1,2
281,76,66,1,1
282,76,86,1,1
283,77,78,1,1
284,77,76,1,1
285,77,67,1,1
286,77,87,1,3
287,78,79,1,3
288,78,77,1,3
289,78,68,1,1
290,78,88,1,1
291,79,78,1,3
292,79,69,1,2
293,79,89,1,3
294,80,81,1,1
295,80,70,1,1
296,80,90,1,1
297,81,82,1,3
298,81,80,1,2
299,81,71,1,3
300,81,91,1,1
301,82,83,1,2
302,82,81,1,1
303,82,72,1,2
304,82,92,1,2
305,83,84,1,3
306,83,82,1,1
307,83,73,1,1
308,83,93,1,2
309,84,85,1,3
310,84,83,1,3
311,84,74,1,2
312,84,94,1,3
313,85,86,1,1
314,85,84,1,2
315,85,75,1,2
316,85,95,1,3
317,86,87,1,1
