psg_id,o_node_id,d_node_id,o_time,d_time
0,36,74,32,46
1,36,74,32,46
2,36,74,32,46
3,8,0,33,50
4,67,92,53,73
5,96,14,53,77
6,96,14,53,77
7,96,14,53,77
8,96,14,53,77
9,57,26,44,56
10,53,8,66,87
11,30,82,54,71
12,30,82,54,71
13,61,65,59,67
14,61,65,59,67
15,61,65,59,67
16,61,65,59,67
17,61,65,59,67
18,52,56,69,82
19,52,56,69,82
20,52,56,69,82
21,52,56,69,82
22,69,66,69,77
23,69,66,69,77
24,48,96,46,61
25,77,15,52,71
26,26,28,45,51
27,26,28,45,51
28,24,30,52,65
29,16,74,41,57
30,21,42,49,58
31,21,42,49,58
32,21,42,49,58
33,21,42,49,58
34,21,42,49,58
35,21,42,49,58
36,91,94,60,68
37,41,11,51,60
38,5,83,32,56
39,10,65,35,56
40,10,65,35,56
41,89,7,62,80
42,78,61,64,81
43,74,65,58,64
44,98,26,57,78
45,2,98,30,64
46,46,13,32,47
47,43,58,48,63
48,8,55,49,69
49,98,34,69,87
50,98,34,69,87
51,9,30,40,66
52,63,57,67,81
53,63,57,67,81
54,63,57,67,81
55,35,31,31,40
56,18,54,43,62
57,18,54,43,62
58,18,54,43,62
59,32,5,37,52
60,32,5,37,52
61,32,5,37,52
62,20,59,44,71
63,49,23,46,65
64,68,48,63,68
65,68,48,63,68
66,68,48,63,68
67,8,45,31,49
68,82,69,69,86
69,82,69,69,86
70,82,69,69,86
71,83,66,54,66
72,83,66,54,66
73,8,38,31,41
74,8,38,31,41
75,48,67,48,56
76,45,52,30,38
77,84,38,56,75
78,62,75,66,79
79,29,90,49,81
80,26,66,45,53
81,57,54,45,52
82,79,61,64,84
83,79,61,64,84
84,79,61,64,84
85,64,93,54,67
86,64,93,54,67
87,24,33,57,63
88,24,33,57,63
89,24,33,57,63
90,24,33,57,63
91,36,12,43,58
92,8,69,40,58
93,45,29,33,46
94,66,95,59,72
95,66,95,59,72
96,66,95,59,72
97,66,95,59,72
98,66,95,59,72
99,77,78,65,71
100,77,78,65,71
101,84,34,59,70
102,98,22,70,99
103,98,22,70,99
104,11,81,66,85
105,11,81,66,85
106,5,35,36,46
107,79,61,62,82
108,79,61,62,82
109,79,61,62,82
110,67,32,52,69
111,61,22,72,86
112,78,3,69,94
113,49,7,37,49
114,49,7,37,49
115,9,36,36,52
116,88,61,65,84
117,35,49,70,84
118,96,39,60,81
119,96,39,60,81
120,81,3,62,87
121,15,32,45,58
122,26,33,45,52
123,26,33,45,52
124,57,7,43,54
125,57,7,43,54
126,57,7,43,54
127,95,55,53,63
128,95,55,53,63
129,30,3,47,65
130,74,51,63,75
131,74,51,63,75
132,23,28,47,60
133,23,28,47,60
134,23,28,47,60
135,3,30,40,55
136,3,30,40,55
137,53,87,54,70
138,53,87,54,70
139,10,84,32,55
140,42,89,42,65
141,42,89,42,65
142,42,89,42,65
143,42,89,42,65
144,47,63,51,67
145,77,97,62,70
146,41,15,44,62
147,41,15,44,62
148,41,15,44,62
149,41,15,44,62
150,2,79,48,82
151,57,86,70,82
152,86,98,56,67
153,54,55,67,73
154,54,55,67,73
155,54,55,67,73
156,54,55,67,73
157,86,72,53,65
158,14,41,49,61
159,14,41,49,61
160,17,50,44,69
161,77,90,66,87
162,38,24,70,86
163,38,24,70,86
164,24,75,31,47
165,96,48,67,85
166,70,20,63,80
167,12,7,63,79
168,79,35,65,84
169,79,35,65,84
170,79,35,65,84
171,77,83,68,83
172,77,83,68,83
173,3,5,66,71
174,3,5,66,71
175,59,24,43,62
176,24,71,66,84
177,24,71,66,84
178,47,51,55,70
179,78,61,58,75
180,78,61,58,75
181,35,94,53,71
182,42,85,49,65
183,42,85,49,65
184,42,85,49,65
185,42,85,49,65
186,24,60,44,64
187,24,60,44,64
188,24,60,44,64
189,87,98,66,75
190,19,37,51,64
191,19,37,51,64
192,74,94,71,79
193,38,60,50,73
194,75,95,62,69
195,75,95,62,69
196,75,95,62,69
197,75,95,62,69
198,75,95,62,69
199,75,95,62,69
