psg_id,o_node_id,d_node_id,o_time,d_time
0,28,98,35,51
1,28,98,35,51
2,17,87,36,54
3,94,99,43,52
4,94,99,43,52
5,32,82,66,80
6,49,20,65,95
7,25,21,72,82
8,52,59,47,61
9,11,18,62,79
10,98,8,55,73
11,17,62,64,91
12,48,98,71,84
13,29,21,35,54
14,9,89,47,66
15,9,89,47,66
16,59,51,53,76
17,43,49,64,79
18,5,0,42,56
19,29,5,61,83
20,86,80,47,62
21,80,0,57,75
22,80,0,57,75
23,70,0,35,51
24,70,0,35,51
25,70,0,35,51
26,82,12,68,85
27,9,99,61,83
28,9,99,61,83
29,80,52,31,46
30,6,0,38,55
31,3,9,55,72
32,31,91,45,59
33,8,1,62,82
34,8,1,62,82
35,8,1,62,82
36,68,18,43,53
37,68,18,43,53
38,34,94,71,85
39,34,94,71,85
40,34,94,71,85
41,23,73,72,86
42,47,41,69,85
43,74,4,72,89
44,7,87,31,51
45,24,29,60,72
46,54,4,31,42
47,12,82,55,75
48,12,82,55,75
49,83,88,48,63
50,40,90,69,82
51,51,59,36,52
52,71,78,47,62
53,65,15,41,53
54,65,15,41,53
55,22,28,35,50
56,66,6,47,60
57,66,6,47,60
58,12,92,44,65
59,12,92,44,65
60,63,68,56,67
61,7,1,32,49
62,86,81,51,63
63,93,98,71,82
64,18,10,63,78
65,98,18,60,75
66,11,19,59,77
67,11,19,59,77
68,68,60,40,57
69,99,19,39,61
70,78,8,30,44
71,88,80,39,57
72,14,19,58,69
73,40,80,48,60
74,60,51,53,63
75,20,28,39,57
76,42,82,56,67
77,65,5,48,61
78,52,4,57,76
79,56,6,54,65
80,18,88,61,79
81,35,95,53,72
82,35,95,53,72
83,91,11,63,84
84,21,51,49,61
85,14,84,32,49
86,14,84,32,49
87,66,60,38,52
88,54,4,38,49
89,54,4,38,49
90,66,16,40,51
91,23,29,70,84
92,60,10,64,76
93,18,88,67,85
94,39,99,62,76
95,39,99,62,76
96,39,99,62,76
97,87,6,61,85
98,87,6,61,85
99,87,6,61,85
100,19,89,37,54
101,67,7,49,63
102,61,11,57,70
103,9,0,46,70
104,93,13,54,74
105,68,26,52,70
106,54,59,59,70
107,54,59,59,70
108,33,39,66,78
109,29,21,48,67
110,29,21,48,67
111,34,38,43,52
112,34,38,43,52
113,1,81,56,75
114,8,98,36,57
115,1,9,62,82
116,1,9,62,82
117,1,9,62,82
118,30,81,32,50
119,30,81,32,50
120,52,18,48,74
121,94,99,71,80
122,10,38,43,69
123,41,81,52,64
124,41,81,52,64
125,41,81,52,64
126,41,81,52,64
127,31,39,31,49
128,31,39,31,49
129,72,2,37,54
130,30,39,48,68
131,42,49,45,63
132,14,94,35,53
133,64,69,34,47
134,64,69,34,47
135,43,48,35,49
136,70,79,54,75
137,54,78,65,81
138,63,13,57,72
139,75,70,43,55
140,75,70,43,55
141,75,70,43,55
142,88,80,45,63
143,88,80,45,63
144,88,80,45,63
145,88,80,45,63
146,76,6,54,68
147,34,38,66,75
148,34,38,66,75
149,88,8,47,64
150,25,20,69,82
151,84,14,61,78
152,57,50,35,54
153,97,91,39,52
154,4,8,72,85
155,33,38,40,50
156,39,30,65,90
157,35,95,55,71
158,35,95,55,71
159,51,58,51,66
160,41,68,63,86
161,87,7,43,63
162,4,94,59,78
163,4,94,59,78
164,51,39,48,73
165,87,7,55,75
166,36,30,50,70
167,28,68,39,52
168,28,68,39,52
169,77,17,54,70
170,71,79,60,78
171,3,93,59,75
172,3,93,59,75
173,3,93,59,75
174,1,91,39,59
175,93,3,58,79
176,39,90,53,86
177,7,87,65,85
178,32,6,48,67
179,90,98,65,80
180,46,40,60,75
181,29,21,41,60
182,94,14,34,54
183,44,75,47,60
184,34,89,56,86
185,49,87,62,76
186,47,87,55,66
187,77,85,55,69
188,77,85,55,69
189,9,89,59,78
190,44,94,35,47
191,26,86,45,63
192,90,10,50,67
193,90,10,50,67
194,60,10,59,71
195,60,10,59,71
196,60,10,59,71
197,60,10,59,71
198,29,21,60,79
199,57,50,62,81
